state,parlimen,ballot_order,name,name_display,age,sex,ethnicity,party,votes,result,result_desc,new_mp,undi_keluar_peti,majoriti,pengundi_jumlah,peratus_keluar,population_total,ethnicity_proportion_bumi,ethnicity_proportion_chinese,ethnicity_proportion_indian,ethnicity_proportion_other
Sarawak,P.207 Igan,1,Ahmad Johnie Bin Zawawi,AHMAD JOHNIE BIN ZAWAWI,60.0,male,bumiputera,Gabungan Parti Sarawak (GPS),15824,1,won,0,17286.0,14662.0,28290,61.102863202545066,27388,97.2678957,2.362564358,0.016608537,0.352931407
Sarawak,P.208 Sarikei,1,Huang Tiong Sii,HUANG TIONG SII,53.0,male,chinese,Gabungan Parti Sarawak (GPS),20080,1,won,1,37025.0,3697.0,55018,67.29615762114217,43119,49.57153986,50.14282005,0.033049267,0.252590826
Sarawak,P.209 Julau,3,Larry Soon @ Larry Sng Wei Shien,LARRY SOON @ LARRY SNG WEI SHIEN,43.0,male,chinese,Parti Bangsa Malaysia (PBM),9159,1,won,0,22927.0,1340.0,34850,65.78766140602582,35126,94.27894767,5.541288592,0.008560178,0.171203561
Sarawak,P.210 Kanowit,3,Ago Anak Dagang,AARON AGO ANAK DAGANG,63.0,male,bumiputera,Gabungan Parti Sarawak (GPS),7411,1,won,0,18410.0,236.0,30988,59.41009423002453,24700,91.02050922,8.835059629,0.016506417,0.127924731
Sarawak,P.211 Lanang,3,Alice Lau Kiong Yieng,ALICE LAU KIONG YIENG,41.0,female,chinese,Democratic Action Party (DAP),30120,1,won,0,53972.0,11544.0,87356,61.78396446723751,104930,55.69971655,44.00416898,0.060391767,0.235722704
Sarawak,P.212 Sibu,1,Oscar Ling Chai Yew,OSCAR LING CHAI YEW,45.0,male,chinese,Democratic Action Party (DAP),31287,1,won,0,67409.0,7760.0,105875,63.66847697756789,141574,46.57133895,52.98339033,0.142303014,0.302967706
Sarawak,P.213 Mukah,1,Hanifah Hajar Taib,HANIFAH HAJAR TAIB,50.0,female,bumiputera,Gabungan Parti Sarawak (GPS),21733,1,won,0,28167.0,15686.0,46964,59.97572608806746,60805,91.98237233,7.793578491,0.059252676,0.164796504
Sarawak,P.214 Selangau,2,Edwin Anak Banta,EDWIN ANAK BANTA,57.0,male,bumiputera,Gabungan Parti Sarawak (GPS),16078,1,won,1,29280.0,4986.0,45743,64.00979384823907,51335,95.86969044,3.793228511,0.03413479,0.302946259
Sarawak,P.215 Kapit,1,Alexander Nanta Linggi,ALEXANDER NANTA LINGGI,64.0,male,bumiputera,Gabungan Parti Sarawak (GPS),16522,1,won,0,22545.0,12402.0,45210,49.86728599867286,43981,93.04066079,6.842969927,0.057043764,0.059325515
Sarawak,P.216 Hulu Rajang,2,Ugak Anak Kumbong,UGAK ANAK KUMBONG,60.0,male,bumiputera,Gabungan Parti Sarawak (GPS),15456,1,won,0,23807.0,7505.0,43438,54.806851144159495,43394,97.63692041,1.804829137,0.054199073,0.504051381
Sarawak,P.217 Bintulu,2,Tiong King Sing,DATO SRI TIONG KING SING,61.0,male,chinese,Gabungan Parti Sarawak (GPS),43455,1,won,0,71256.0,22168.0,113599,62.72590427732639,235099,82.10758842,17.29999749,0.149107614,0.443306474
Sarawak,P.218 Sibuti,1,Lukanisman Bin Awang Sauni,LUKANISMAN BIN AWANG SAUNI,40.0,male,bumiputera,Gabungan Parti Sarawak (GPS),22150,1,won,0,34371.0,11745.0,58522,58.731758996616655,70984,86.72031264,12.71040404,0.149244546,0.420038773
Sarawak,P.219 Miri,3,Chiew Choon Man,CHIEW CHOON MAN,31.0,male,chinese,Pakatan Harapan (PH),39549,1,won,1,78996.0,6159.0,143229,55.15363508786629,206125,64.97059247,34.38316162,0.319267074,0.326978839
Sarawak,P.220 Baram,1,Anyi Ngau,ANYI NGAU,64.0,male,bumiputera,Gabungan Parti Sarawak (GPS),18399,1,won,0,30218.0,7339.0,59535,50.75669774082473,63499,94.61022813,4.903232782,0.055861895,0.43067719
Sarawak,P.221 Limbang,2,Hasbi Bin Habibollah,HASBI BIN HABIBOLLAH,59.0,male,bumiputera,Gabungan Parti Sarawak (GPS),14897,1,won,0,20130.0,9998.0,41999,47.92971261220505,45061,88.02216344,11.66089019,0.07752645,0.23941992
Sarawak,P.222 Lawas,3,Henry Sum Agong,HENRY SUM AGONG,76.0,male,bumiputera,Gabungan Parti Sarawak (GPS),11361,1,won,0,18495.0,5677.0,33655,54.9546872678651,36604,92.63581489,6.855418224,0.068985341,0.439781546
